City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
274,Somerset,US,40.5668,-74.5496,52.25,84,100,1.99,moderate rain
275,Nador,MA,35.174,-2.9287,62.85,82,40,10.36,scattered clouds
276,Usinsk,RU,65.9939,57.5281,35.11,100,100,12.57,light snow
277,Bitung,ID,1.4451,125.1824,79.65,81,100,6.4,overcast clouds
278,Dungarpur,IN,23.8333,73.7167,97.56,9,43,15.26,scattered clouds
279,Porto Novo,BJ,6.4965,2.6036,89.42,52,100,10.69,overcast clouds
280,Luderitz,NA,-26.6481,15.1594,73.71,54,4,6.62,clear sky
281,Lima,PE,-12.0432,-77.0282,62.85,88,75,8.05,broken clouds
282,Derzhavinsk,KZ,51.1,66.3167,46.99,71,100,14.85,overcast clouds
283,Nyahururu,KE,0.0421,36.3673,78.03,21,70,14.47,broken clouds
284,Nabha,IN,30.3747,76.1486,97.3,13,98,8.05,overcast clouds
285,Aquiraz,BR,-3.9014,-38.3911,85.17,73,83,5.77,broken clouds
286,Yegros,PY,-26.45,-56.4,64.98,98,100,5.21,overcast clouds
287,East London,ZA,-33.0153,27.9116,70.74,83,20,5.75,light rain
288,Uspenskaya,RU,45.7645,41.067,46.76,90,100,17.58,light rain
289,Mountain Home,US,43.133,-115.6912,29.68,93,100,14.97,light snow
290,Gambela,ET,8.25,34.5833,94.14,35,72,8.39,broken clouds
291,Shenjiamen,CN,29.9576,122.298,62.91,98,100,12.55,overcast clouds
292,Oranjemund,NA,-28.55,16.4333,76.5,44,0,12.08,clear sky
293,Marzuq,YE,14.4,46.4667,88.14,15,1,17.25,clear sky
294,Bouca,CF,6.5105,18.2733,103.48,20,19,5.68,few clouds
295,Lavrentiya,RU,65.5833,-171.0,16.48,89,100,10.51,overcast clouds
296,Porbandar,IN,21.6422,69.6093,84.67,64,0,12.28,clear sky
297,Codrington,AU,-38.2667,141.9667,51.75,82,0,3.53,clear sky
298,Warrnambool,AU,-38.3833,142.4833,52.81,81,0,4.21,clear sky
299,Cherskiy,RU,68.75,161.3,-14.6,94,8,3.56,clear sky
300,Lagoa,PT,39.05,-27.9833,59.99,88,100,20.04,overcast clouds
301,Zhezkazgan,KZ,47.8043,67.7144,58.98,44,20,11.18,few clouds
302,Bonthe,SL,7.5264,-12.505,85.42,69,78,9.19,light rain
303,Ovre Ardal,NO,61.3167,7.8,40.08,71,100,2.24,overcast clouds
304,Hamilton,US,39.1834,-84.5333,57.81,90,100,8.05,overcast clouds
305,Guaruja,BR,-23.9931,-46.2564,82.26,89,20,3.44,few clouds
306,Totness,SR,5.8833,-56.3167,81.36,74,74,9.6,broken clouds
307,Caravelas,BR,-17.7125,-39.2481,84.06,65,20,3.67,few clouds
308,Skelleftea,SE,64.7507,20.9528,39.56,60,0,8.05,clear sky
309,Amapa,BR,1.0,-52.0,75.16,95,100,2.51,moderate rain
310,Wenatchee,US,47.4235,-120.3103,38.25,88,100,9.22,light snow
311,Avera,US,33.194,-82.5271,64.54,66,8,4.21,clear sky
312,Skjervoy,NO,70.0311,20.9714,32.0,92,100,9.71,light snow
313,Barcelos,PT,41.5388,-8.6151,61.84,78,70,7.99,broken clouds
314,Nizhniy Tsasuchey,RU,50.5167,115.1333,33.37,51,28,2.59,scattered clouds
315,Khandyga,RU,62.6667,135.6,5.65,99,45,1.43,scattered clouds
316,Krasnovishersk,RU,60.4078,57.082,40.32,100,100,2.42,overcast clouds
317,Markivka,UA,49.5229,39.5705,65.91,48,100,12.26,overcast clouds
318,Mpika,ZM,-11.8343,31.4529,71.96,73,80,7.25,broken clouds
319,Maniitsoq,GL,65.4167,-52.9,27.99,62,100,2.57,overcast clouds
320,Kyra,RU,49.5776,111.9753,33.64,46,100,2.01,overcast clouds
321,Coruripe,BR,-10.1256,-36.1756,84.51,60,6,4.43,clear sky
322,Fort Wellington,GY,6.4,-57.6,81.61,72,100,9.44,overcast clouds
323,Alice Springs,AU,-23.7,133.8833,81.95,28,65,1.14,broken clouds
324,Port Lincoln,AU,-34.7333,135.8667,63.12,75,83,17.25,broken clouds
325,Huilong,CN,31.8111,121.655,61.97,97,100,7.78,overcast clouds
326,Kayerkan,RU,69.3497,87.7602,23.52,100,100,10.74,light snow
327,Saint-Joseph,RE,-21.3667,55.6167,77.38,80,41,19.08,light rain
328,Itacoatiara,BR,-3.1431,-58.4442,74.5,98,100,2.1,overcast clouds
329,Guia De Isora,ES,28.2115,-16.7795,66.43,63,5,4.9,clear sky
330,Bauta,CU,22.9828,-82.5464,75.09,60,0,9.22,clear sky
331,Kavaratti,IN,10.5669,72.642,84.94,72,100,9.6,overcast clouds
332,Karratha,AU,-20.7377,116.8463,83.7,45,0,12.15,clear sky
333,Dzhubga,RU,44.3211,38.7039,47.1,79,100,15.28,overcast clouds
334,Hornepayne,CA,49.2138,-84.7705,35.04,75,9,13.06,clear sky
335,Wangqing,CN,43.3218,129.7634,40.37,73,100,3.58,overcast clouds
336,Nuuk,GL,64.1835,-51.7216,30.81,80,20,11.5,few clouds
337,Mahanoro,MG,-19.9,48.8,78.67,72,100,7.49,light rain
338,Veraval,IN,20.9,70.3667,84.67,64,0,12.37,clear sky
339,Kaitangata,NZ,-46.2817,169.8464,50.85,79,82,8.72,broken clouds
340,Acarau,BR,-2.8856,-40.12,81.07,79,100,5.28,overcast clouds
341,Nouadhibou,MR,20.931,-17.0347,78.78,41,83,24.16,broken clouds
342,Llanes,ES,43.4198,-4.7549,67.89,63,50,5.7,scattered clouds
343,Pecos,US,31.4229,-103.4932,63.3,20,0,6.91,clear sky
344,Half Moon Bay,US,37.4636,-122.4286,46.78,72,20,12.66,haze
345,Mandera,KE,3.9366,41.867,94.59,33,100,8.12,light rain
346,Broken Hill,AU,-31.95,141.4333,64.11,45,93,10.36,overcast clouds
347,Ternate,ID,0.8,127.4,82.02,78,98,4.85,overcast clouds
348,Paracuru,BR,-3.41,-39.0306,85.1,73,99,3.71,overcast clouds
349,Isangel,VU,-19.55,169.2667,78.85,83,19,4.41,few clouds
